PA14,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6656.peg.6041,fig|287.6613.peg.6114,fig|287.6611.peg.6020,fig|287.6614.peg.6868,fig|287.6616.peg.6016,fig|287.6612.peg.6237,fig|287.6618.peg.6244,fig|287.6615.peg.6417,fig|287.6617.peg.6066,fig|287.6621.peg.6354,fig|287.6619.peg.5835,fig|287.6622.peg.6009,fig|287.6623.peg.6476,fig|287.6624.peg.6958,fig|287.6625.peg.6019,fig|287.6657.peg.6177,fig|287.6655.peg.5774,fig|287.6631.peg.6493,fig|287.6628.peg.6355,fig|287.6632.peg.5838,fig|287.6629.peg.6480,fig|287.6635.peg.6039,fig|287.6633.peg.6429,fig|287.6634.peg.6925,fig|287.6637.peg.6338,fig|287.6636.peg.6358,fig|287.6620.peg.6424,fig|287.6630.peg.6255,fig|287.6639.peg.6736,fig|287.6638.peg.5843,fig|287.6627.peg.5920
fig|287.6656.peg.6042,fig|287.6613.peg.6115,fig|287.6611.peg.6021,fig|287.6614.peg.6869,fig|287.6616.peg.6017,fig|287.6612.peg.6238,fig|287.6618.peg.6245,fig|287.6615.peg.6418,fig|287.6617.peg.6067,fig|287.6621.peg.6355,fig|287.6619.peg.5836,fig|287.6622.peg.6010,fig|287.6623.peg.6477,fig|287.6624.peg.6959,fig|287.6625.peg.6020,fig|287.6657.peg.6178,fig|287.6655.peg.5775,fig|287.6631.peg.6494,fig|287.6628.peg.6356,fig|287.6632.peg.5839,fig|287.6629.peg.6481,fig|287.6635.peg.6040,fig|287.6633.peg.6430,fig|287.6634.peg.6926,fig|287.6637.peg.6339,fig|287.6636.peg.6359,fig|287.6620.peg.6425,fig|287.6630.peg.6256,fig|287.6639.peg.6737,fig|287.6638.peg.5844,fig|287.6627.peg.5921
fig|287.6656.peg.6043,fig|287.6613.peg.6116,fig|287.6611.peg.6022,fig|287.6614.peg.6870,fig|287.6616.peg.6018,fig|287.6612.peg.6239,fig|287.6618.peg.6246,fig|287.6615.peg.6419,fig|287.6617.peg.6068,fig|287.6621.peg.6356,fig|287.6619.peg.5837,fig|287.6622.peg.6011,fig|287.6623.peg.6478,fig|287.6624.peg.6960,fig|287.6625.peg.6021,fig|287.6657.peg.6179,fig|287.6655.peg.5776,fig|287.6631.peg.6495,fig|287.6628.peg.6357,fig|287.6632.peg.5840,fig|287.6629.peg.6482,fig|287.6635.peg.6041,fig|287.6633.peg.6431,fig|287.6634.peg.6927,fig|287.6637.peg.6340,fig|287.6636.peg.6360,fig|287.6620.peg.6426,fig|287.6630.peg.6257,fig|287.6639.peg.6738,fig|287.6638.peg.5845,fig|287.6627.peg.5922
fig|287.6656.peg.6044,fig|287.6613.peg.6117,fig|287.6611.peg.6023,fig|287.6614.peg.6871,fig|287.6616.peg.6019,fig|287.6612.peg.6240,fig|287.6618.peg.6247,fig|287.6615.peg.6420,fig|287.6617.peg.6069,fig|287.6621.peg.6357,fig|287.6619.peg.5838,fig|287.6622.peg.6012,fig|287.6623.peg.6479,fig|287.6624.peg.6961,fig|287.6625.peg.6022,fig|287.6657.peg.6180,fig|287.6655.peg.5777,fig|287.6631.peg.6496,fig|287.6628.peg.6358,fig|287.6632.peg.5841,fig|287.6629.peg.6483,fig|287.6635.peg.6042,fig|287.6633.peg.6432,fig|287.6634.peg.6928,fig|287.6637.peg.6341,fig|287.6636.peg.6361,fig|287.6620.peg.6427,fig|287.6630.peg.6258,fig|287.6639.peg.6739,fig|287.6638.peg.5846,fig|287.6627.peg.5923
fig|287.6656.peg.6046,fig|287.6613.peg.6119,fig|287.6611.peg.6025,fig|287.6614.peg.6873,fig|287.6616.peg.6021,fig|287.6612.peg.6242,fig|287.6618.peg.6249,fig|287.6615.peg.6422,fig|287.6617.peg.6071,fig|287.6621.peg.6359,fig|287.6619.peg.5840,fig|287.6622.peg.6014,fig|287.6623.peg.6481,fig|287.6624.peg.6963,fig|287.6625.peg.6024,fig|287.6657.peg.6182,fig|287.6655.peg.5779,fig|287.6631.peg.6498,fig|287.6628.peg.6360,fig|287.6632.peg.5843,fig|287.6629.peg.6485,fig|287.6635.peg.6044,fig|287.6633.peg.6434,fig|287.6634.peg.6930,fig|287.6637.peg.6343,fig|287.6636.peg.6363,fig|287.6620.peg.6429,fig|287.6630.peg.6260,fig|287.6639.peg.6741,fig|287.6638.peg.5848,fig|287.6627.peg.5925
fig|287.6656.peg.6047,fig|287.6613.peg.6120,fig|287.6611.peg.6026,fig|287.6614.peg.6874,fig|287.6616.peg.6022,fig|287.6612.peg.6243,fig|287.6618.peg.6250,fig|287.6615.peg.6423,fig|287.6617.peg.6072,fig|287.6621.peg.6360,fig|287.6619.peg.5841,fig|287.6622.peg.6015,fig|287.6623.peg.6482,fig|287.6624.peg.6964,fig|287.6625.peg.6025,fig|287.6657.peg.6183,fig|287.6655.peg.5780,fig|287.6631.peg.6499,fig|287.6628.peg.6361,fig|287.6632.peg.5844,fig|287.6629.peg.6486,fig|287.6635.peg.6045,fig|287.6633.peg.6435,fig|287.6634.peg.6931,fig|287.6637.peg.6344,fig|287.6636.peg.6364,fig|287.6620.peg.6430,fig|287.6630.peg.6261,fig|287.6639.peg.6742,fig|287.6638.peg.5849,fig|287.6627.peg.5926
fig|287.6656.peg.6048,fig|287.6613.peg.6121,fig|287.6611.peg.6027,fig|287.6614.peg.6875,fig|287.6616.peg.6023,fig|287.6612.peg.6244,fig|287.6618.peg.6251,fig|287.6615.peg.6424,fig|287.6617.peg.6073,fig|287.6621.peg.6361,fig|287.6619.peg.5842,fig|287.6622.peg.6016,fig|287.6623.peg.6483,fig|287.6624.peg.6965,fig|287.6625.peg.6026,fig|287.6657.peg.6184,fig|287.6655.peg.5781,fig|287.6631.peg.6500,fig|287.6628.peg.6362,fig|287.6632.peg.5845,fig|287.6629.peg.6487,fig|287.6635.peg.6046,fig|287.6633.peg.6436,fig|287.6634.peg.6932,fig|287.6637.peg.6345,fig|287.6636.peg.6365,fig|287.6620.peg.6431,fig|287.6630.peg.6262,fig|287.6639.peg.6743,fig|287.6638.peg.5850,fig|287.6627.peg.5927
fig|287.6656.peg.6049,fig|287.6613.peg.6122,fig|287.6611.peg.6028,fig|287.6614.peg.6876,fig|287.6616.peg.6024,fig|287.6612.peg.6245,fig|287.6618.peg.6252,fig|287.6615.peg.6425,fig|287.6617.peg.6074,fig|287.6621.peg.6362,fig|287.6619.peg.5843,fig|287.6622.peg.6017,fig|287.6623.peg.6484,fig|287.6624.peg.6966,fig|287.6625.peg.6027,fig|287.6657.peg.6185,fig|287.6655.peg.5782,fig|287.6631.peg.6501,fig|287.6628.peg.6363,fig|287.6632.peg.5846,fig|287.6629.peg.6488,fig|287.6635.peg.6047,fig|287.6633.peg.6437,fig|287.6634.peg.6933,fig|287.6637.peg.6346,fig|287.6636.peg.6366,fig|287.6620.peg.6432,fig|287.6630.peg.6263,fig|287.6639.peg.6744,fig|287.6638.peg.5851,fig|287.6627.peg.5928
fig|287.6656.peg.6051,fig|287.6613.peg.6124,fig|287.6611.peg.6030,fig|287.6614.peg.6878,fig|287.6616.peg.6026,fig|287.6612.peg.6247,fig|287.6618.peg.6254,fig|287.6615.peg.6427,fig|287.6617.peg.6076,fig|287.6621.peg.6364,fig|287.6619.peg.5845,fig|287.6622.peg.6019,fig|287.6623.peg.6486,fig|287.6624.peg.6968,fig|287.6625.peg.6029,fig|287.6657.peg.6187,fig|287.6655.peg.5784,fig|287.6631.peg.6503,fig|287.6628.peg.6365,fig|287.6632.peg.5849,fig|287.6629.peg.6490,fig|287.6635.peg.6049,fig|287.6633.peg.6439,fig|287.6634.peg.6935,fig|287.6637.peg.6348,fig|287.6636.peg.6368,fig|287.6620.peg.6434,fig|287.6630.peg.6265,fig|287.6639.peg.6746,fig|287.6638.peg.5853,fig|287.6627.peg.5930
fig|287.6656.peg.6052,fig|287.6613.peg.6125,fig|287.6611.peg.6031,fig|287.6614.peg.6879,fig|287.6616.peg.6027,fig|287.6612.peg.6248,fig|287.6618.peg.6255,fig|287.6615.peg.6428,fig|287.6617.peg.6077,fig|287.6621.peg.6365,fig|287.6619.peg.5846,fig|287.6622.peg.6020,fig|287.6623.peg.6487,fig|287.6624.peg.6969,fig|287.6625.peg.6030,fig|287.6657.peg.6188,fig|287.6655.peg.5785,fig|287.6631.peg.6504,fig|287.6628.peg.6366,fig|287.6632.peg.5850,fig|287.6629.peg.6491,fig|287.6635.peg.6050,fig|287.6633.peg.6440,fig|287.6634.peg.6936,fig|287.6637.peg.6349,fig|287.6636.peg.6369,fig|287.6620.peg.6435,fig|287.6630.peg.6266,fig|287.6639.peg.6747,fig|287.6638.peg.5854,fig|287.6627.peg.5931
fig|287.6656.peg.6053,fig|287.6613.peg.6126,fig|287.6611.peg.6032,fig|287.6614.peg.6880,fig|287.6616.peg.6028,fig|287.6612.peg.6249,fig|287.6618.peg.6256,fig|287.6615.peg.6429,fig|287.6617.peg.6078,fig|287.6621.peg.6366,fig|287.6619.peg.5847,fig|287.6622.peg.6021,fig|287.6623.peg.6488,fig|287.6624.peg.6970,fig|287.6625.peg.6031,fig|287.6657.peg.6189,fig|287.6655.peg.5786,fig|287.6631.peg.6505,fig|287.6628.peg.6367,fig|287.6632.peg.5851,fig|287.6629.peg.6492,fig|287.6635.peg.6051,fig|287.6633.peg.6441,fig|287.6634.peg.6937,fig|287.6637.peg.6350,fig|287.6636.peg.6370,fig|287.6620.peg.6436,fig|287.6630.peg.6267,fig|287.6639.peg.6748,fig|287.6638.peg.5855,fig|287.6627.peg.5932
fig|287.6656.peg.6054,fig|287.6613.peg.6127,fig|287.6611.peg.6033,fig|287.6614.peg.6881,fig|287.6616.peg.6029,fig|287.6612.peg.6250,fig|287.6618.peg.6257,fig|287.6615.peg.6430,fig|287.6617.peg.6079,fig|287.6621.peg.6367,fig|287.6619.peg.5848,fig|287.6622.peg.6022,fig|287.6623.peg.6489,fig|287.6624.peg.6971,fig|287.6625.peg.6032,fig|287.6657.peg.6190,fig|287.6655.peg.5787,fig|287.6631.peg.6506,fig|287.6628.peg.6368,fig|287.6632.peg.5852,fig|287.6629.peg.6493,fig|287.6635.peg.6052,fig|287.6633.peg.6442,fig|287.6634.peg.6938,fig|287.6637.peg.6351,fig|287.6636.peg.6371,fig|287.6620.peg.6437,fig|287.6630.peg.6268,fig|287.6639.peg.6749,fig|287.6638.peg.5856,fig|287.6627.peg.5933
fig|287.6656.peg.6055,fig|287.6613.peg.6128,fig|287.6611.peg.6034,fig|287.6614.peg.6882,fig|287.6616.peg.6030,fig|287.6612.peg.6251,fig|287.6618.peg.6258,fig|287.6615.peg.6431,fig|287.6617.peg.6080,fig|287.6621.peg.6368,fig|287.6619.peg.5849,fig|287.6622.peg.6023,fig|287.6623.peg.6490,fig|287.6624.peg.6972,fig|287.6625.peg.6033,fig|287.6657.peg.6191,fig|287.6655.peg.5788,fig|287.6631.peg.6507,fig|287.6628.peg.6369,fig|287.6632.peg.5853,fig|287.6629.peg.6494,fig|287.6635.peg.6053,fig|287.6633.peg.6443,fig|287.6634.peg.6939,fig|287.6637.peg.6352,fig|287.6636.peg.6372,fig|287.6620.peg.6438,fig|287.6630.peg.6269,fig|287.6639.peg.6750,fig|287.6638.peg.5857,fig|287.6627.peg.5934
fig|287.6656.peg.6056,fig|287.6613.peg.6129,fig|287.6611.peg.6035,fig|287.6614.peg.6883,fig|287.6616.peg.6031,fig|287.6612.peg.6252,fig|287.6618.peg.6259,fig|287.6615.peg.6432,fig|287.6617.peg.6081,fig|287.6621.peg.6369,fig|287.6619.peg.5850,fig|287.6622.peg.6024,fig|287.6623.peg.6491,fig|287.6624.peg.6973,fig|287.6625.peg.6034,fig|287.6657.peg.6192,fig|287.6655.peg.5789,fig|287.6631.peg.6508,fig|287.6628.peg.6370,fig|287.6632.peg.5854,fig|287.6629.peg.6495,fig|287.6635.peg.6054,fig|287.6633.peg.6444,fig|287.6634.peg.6940,fig|287.6637.peg.6353,fig|287.6636.peg.6373,fig|287.6620.peg.6439,fig|287.6630.peg.6270,fig|287.6639.peg.6751,fig|287.6638.peg.5858,fig|287.6627.peg.5935
fig|287.6656.peg.6057,fig|287.6613.peg.6130,fig|287.6611.peg.6036,fig|287.6614.peg.6884,fig|287.6616.peg.6032,fig|287.6612.peg.6253,fig|287.6618.peg.6260,fig|287.6615.peg.6433,fig|287.6617.peg.6082,fig|287.6621.peg.6370,fig|287.6619.peg.5851,fig|287.6622.peg.6025,fig|287.6623.peg.6492,fig|287.6624.peg.6974,fig|287.6625.peg.6035,fig|287.6657.peg.6193,fig|287.6655.peg.5790,fig|287.6631.peg.6509,fig|287.6628.peg.6371,fig|287.6632.peg.5855,fig|287.6629.peg.6496,fig|287.6635.peg.6055,fig|287.6633.peg.6445,fig|287.6634.peg.6941,fig|287.6637.peg.6354,fig|287.6636.peg.6374,fig|287.6620.peg.6440,fig|287.6630.peg.6271,fig|287.6639.peg.6752,fig|287.6638.peg.5859,fig|287.6627.peg.5936
fig|287.6656.peg.6058,fig|287.6613.peg.6131,fig|287.6611.peg.6037,fig|287.6614.peg.6885,fig|287.6616.peg.6033,fig|287.6612.peg.6254,fig|287.6618.peg.6261,fig|287.6615.peg.6434,fig|287.6617.peg.6083,fig|287.6621.peg.6371,fig|287.6619.peg.5852,fig|287.6622.peg.6026,fig|287.6623.peg.6493,fig|287.6624.peg.6975,fig|287.6625.peg.6036,fig|287.6657.peg.6194,fig|287.6655.peg.5791,fig|287.6631.peg.6510,fig|287.6628.peg.6372,fig|287.6632.peg.5856,fig|287.6629.peg.6497,fig|287.6635.peg.6056,fig|287.6633.peg.6446,fig|287.6634.peg.6942,fig|287.6637.peg.6355,fig|287.6636.peg.6375,fig|287.6620.peg.6441,fig|287.6630.peg.6272,fig|287.6639.peg.6753,fig|287.6638.peg.5860,fig|287.6627.peg.5937
fig|287.6656.peg.6059,fig|287.6613.peg.6132,fig|287.6611.peg.6038,fig|287.6614.peg.6886,fig|287.6616.peg.6034,fig|287.6612.peg.6255,fig|287.6618.peg.6262,fig|287.6615.peg.6435,fig|287.6617.peg.6084,fig|287.6621.peg.6372,fig|287.6619.peg.5853,fig|287.6622.peg.6027,fig|287.6623.peg.6494,fig|287.6624.peg.6976,fig|287.6625.peg.6037,fig|287.6657.peg.6195,fig|287.6655.peg.5792,fig|287.6631.peg.6511,fig|287.6628.peg.6373,fig|287.6632.peg.5857,fig|287.6629.peg.6498,fig|287.6635.peg.6057,fig|287.6633.peg.6447,fig|287.6634.peg.6943,fig|287.6637.peg.6356,fig|287.6636.peg.6376,fig|287.6620.peg.6442,fig|287.6630.peg.6273,fig|287.6639.peg.6754,fig|287.6638.peg.5861,fig|287.6627.peg.5938
fig|287.6656.peg.6060,fig|287.6613.peg.6133,fig|287.6611.peg.6039,fig|287.6614.peg.6887,fig|287.6616.peg.6035,fig|287.6612.peg.6256,fig|287.6618.peg.6263,fig|287.6615.peg.6436,fig|287.6617.peg.6085,fig|287.6621.peg.6373,fig|287.6619.peg.5854,fig|287.6622.peg.6028,fig|287.6623.peg.6495,fig|287.6624.peg.6977,fig|287.6625.peg.6038,fig|287.6657.peg.6196,fig|287.6655.peg.5793,fig|287.6631.peg.6512,fig|287.6628.peg.6374,fig|287.6632.peg.5858,fig|287.6629.peg.6499,fig|287.6635.peg.6058,fig|287.6633.peg.6448,fig|287.6634.peg.6944,fig|287.6637.peg.6357,fig|287.6636.peg.6377,fig|287.6620.peg.6443,fig|287.6630.peg.6274,fig|287.6639.peg.6755,fig|287.6638.peg.5862,fig|287.6627.peg.5939
fig|287.6656.peg.6061,fig|287.6613.peg.6134,fig|287.6611.peg.6040,fig|287.6614.peg.6888,fig|287.6616.peg.6036,fig|287.6612.peg.6257,fig|287.6618.peg.6264,fig|287.6615.peg.6437,fig|287.6617.peg.6086,fig|287.6621.peg.6374,fig|287.6619.peg.5855,fig|287.6622.peg.6029,fig|287.6623.peg.6496,fig|287.6624.peg.6978,fig|287.6625.peg.6039,fig|287.6657.peg.6197,fig|287.6655.peg.5794,fig|287.6631.peg.6513,fig|287.6628.peg.6375,fig|287.6632.peg.5859,fig|287.6629.peg.6500,fig|287.6635.peg.6059,fig|287.6633.peg.6449,fig|287.6634.peg.6945,fig|287.6637.peg.6358,fig|287.6636.peg.6378,fig|287.6620.peg.6444,fig|287.6630.peg.6275,fig|287.6639.peg.6756,fig|287.6638.peg.5863,fig|287.6627.peg.5940
fig|287.6656.peg.6062,fig|287.6613.peg.6135,fig|287.6611.peg.6041,fig|287.6614.peg.6889,fig|287.6616.peg.6037,fig|287.6612.peg.6258,fig|287.6618.peg.6265,fig|287.6615.peg.6438,fig|287.6617.peg.6087,fig|287.6621.peg.6375,fig|287.6619.peg.5856,fig|287.6622.peg.6030,fig|287.6623.peg.6497,fig|287.6624.peg.6979,fig|287.6625.peg.6040,fig|287.6657.peg.6198,fig|287.6655.peg.5795,fig|287.6631.peg.6514,fig|287.6628.peg.6376,fig|287.6632.peg.5860,fig|287.6629.peg.6501,fig|287.6635.peg.6060,fig|287.6633.peg.6450,fig|287.6634.peg.6946,fig|287.6637.peg.6359,fig|287.6636.peg.6379,fig|287.6620.peg.6445,fig|287.6630.peg.6276,fig|287.6639.peg.6757,fig|287.6638.peg.5864,fig|287.6627.peg.5941
fig|287.6656.peg.6063,fig|287.6613.peg.6136,fig|287.6611.peg.6042,fig|287.6614.peg.6890,fig|287.6616.peg.6038,fig|287.6612.peg.6259,fig|287.6618.peg.6266,fig|287.6615.peg.6439,fig|287.6617.peg.6088,fig|287.6621.peg.6376,fig|287.6619.peg.5857,fig|287.6622.peg.6031,fig|287.6623.peg.6498,fig|287.6624.peg.6980,fig|287.6625.peg.6041,fig|287.6657.peg.6199,fig|287.6655.peg.5796,fig|287.6631.peg.6515,fig|287.6628.peg.6377,fig|287.6632.peg.5861,fig|287.6629.peg.6502,fig|287.6635.peg.6061,fig|287.6633.peg.6451,fig|287.6634.peg.6947,fig|287.6637.peg.6360,fig|287.6636.peg.6380,fig|287.6620.peg.6446,fig|287.6630.peg.6277,fig|287.6639.peg.6758,fig|287.6638.peg.5865,fig|287.6627.peg.5942
fig|287.6656.peg.6064,fig|287.6613.peg.6137,fig|287.6611.peg.6043,fig|287.6614.peg.6891,fig|287.6616.peg.6039,fig|287.6612.peg.6260,fig|287.6618.peg.6267,fig|287.6615.peg.6440,fig|287.6617.peg.6089,fig|287.6621.peg.6377,fig|287.6619.peg.5858,fig|287.6622.peg.6032,fig|287.6623.peg.6499,fig|287.6624.peg.6981,fig|287.6625.peg.6042,fig|287.6657.peg.6200,fig|287.6655.peg.5797,fig|287.6631.peg.6516,fig|287.6628.peg.6378,fig|287.6632.peg.5862,fig|287.6629.peg.6503,fig|287.6635.peg.6062,fig|287.6633.peg.6452,fig|287.6634.peg.6948,fig|287.6637.peg.6361,fig|287.6636.peg.6381,fig|287.6620.peg.6447,fig|287.6630.peg.6278,fig|287.6639.peg.6759,fig|287.6638.peg.5866,fig|287.6627.peg.5943
fig|287.6656.peg.6065,fig|287.6613.peg.6138,fig|287.6611.peg.6044,fig|287.6614.peg.6892,fig|287.6616.peg.6040,fig|287.6612.peg.6261,fig|287.6618.peg.6268,fig|287.6615.peg.6441,fig|287.6617.peg.6090,fig|287.6621.peg.6378,fig|287.6619.peg.5859,fig|287.6622.peg.6033,fig|287.6623.peg.6500,fig|287.6624.peg.6982,fig|287.6625.peg.6043,fig|287.6657.peg.6202,fig|287.6655.peg.5798,fig|287.6631.peg.6517,fig|287.6628.peg.6379,fig|287.6632.peg.5863,fig|287.6629.peg.6504,fig|287.6635.peg.6063,fig|287.6633.peg.6453,fig|287.6634.peg.6949,fig|287.6637.peg.6362,fig|287.6636.peg.6382,fig|287.6620.peg.6448,fig|287.6630.peg.6279,fig|287.6639.peg.6760,fig|287.6638.peg.5867,fig|287.6627.peg.5944
fig|287.6656.peg.6066,fig|287.6613.peg.6139,fig|287.6611.peg.6045,fig|287.6614.peg.6893,fig|287.6616.peg.6041,fig|287.6612.peg.6262,fig|287.6618.peg.6269,fig|287.6615.peg.6442,fig|287.6617.peg.6091,fig|287.6621.peg.6379,fig|287.6619.peg.5860,fig|287.6622.peg.6034,fig|287.6623.peg.6501,fig|287.6624.peg.6983,fig|287.6625.peg.6044,fig|287.6657.peg.6203,fig|287.6655.peg.5799,fig|287.6631.peg.6518,fig|287.6628.peg.6380,fig|287.6632.peg.5864,fig|287.6629.peg.6505,fig|287.6635.peg.6064,fig|287.6633.peg.6454,fig|287.6634.peg.6950,fig|287.6637.peg.6363,fig|287.6636.peg.6383,fig|287.6620.peg.6449,fig|287.6630.peg.6280,fig|287.6639.peg.6761,fig|287.6638.peg.5868,fig|287.6627.peg.5945
fig|287.6656.peg.6067,fig|287.6613.peg.6140,fig|287.6611.peg.6046,fig|287.6614.peg.6894,fig|287.6616.peg.6042,fig|287.6612.peg.6263,fig|287.6618.peg.6270,fig|287.6615.peg.6443,fig|287.6617.peg.6092,fig|287.6621.peg.6380,fig|287.6619.peg.5861,fig|287.6622.peg.6035,fig|287.6623.peg.6502,fig|287.6624.peg.6984,fig|287.6625.peg.6045,fig|287.6657.peg.6204,fig|287.6655.peg.5800,fig|287.6631.peg.6519,fig|287.6628.peg.6381,fig|287.6632.peg.5865,fig|287.6629.peg.6506,fig|287.6635.peg.6065,fig|287.6633.peg.6455,fig|287.6634.peg.6951,fig|287.6637.peg.6364,fig|287.6636.peg.6384,fig|287.6620.peg.6450,fig|287.6630.peg.6281,fig|287.6639.peg.6762,fig|287.6638.peg.5869,fig|287.6627.peg.5946
fig|287.6656.peg.6068,fig|287.6613.peg.6141,fig|287.6611.peg.6047,fig|287.6614.peg.6895,fig|287.6616.peg.6043,fig|287.6612.peg.6264,fig|287.6618.peg.6271,fig|287.6615.peg.6444,fig|287.6617.peg.6093,fig|287.6621.peg.6381,fig|287.6619.peg.5862,fig|287.6622.peg.6036,fig|287.6623.peg.6503,fig|287.6624.peg.6985,fig|287.6625.peg.6046,fig|287.6657.peg.6205,fig|287.6655.peg.5801,fig|287.6631.peg.6520,fig|287.6628.peg.6382,fig|287.6632.peg.5866,fig|287.6629.peg.6507,fig|287.6635.peg.6066,fig|287.6633.peg.6456,fig|287.6634.peg.6952,fig|287.6637.peg.6365,fig|287.6636.peg.6385,fig|287.6620.peg.6451,fig|287.6630.peg.6282,fig|287.6639.peg.6763,fig|287.6638.peg.5870,fig|287.6627.peg.5947
fig|287.6656.peg.6069,fig|287.6613.peg.6142,fig|287.6611.peg.6048,fig|287.6614.peg.6896,fig|287.6616.peg.6044,fig|287.6612.peg.6265,fig|287.6618.peg.6272,fig|287.6615.peg.6445,fig|287.6617.peg.6094,fig|287.6621.peg.6382,fig|287.6619.peg.5863,fig|287.6622.peg.6037,fig|287.6623.peg.6504,fig|287.6624.peg.6986,fig|287.6625.peg.6047,fig|287.6657.peg.6206,fig|287.6655.peg.5802,fig|287.6631.peg.6521,fig|287.6628.peg.6383,fig|287.6632.peg.5867,fig|287.6629.peg.6508,fig|287.6635.peg.6067,fig|287.6633.peg.6457,fig|287.6634.peg.6953,fig|287.6637.peg.6366,fig|287.6636.peg.6386,fig|287.6620.peg.6452,fig|287.6630.peg.6283,fig|287.6639.peg.6764,fig|287.6638.peg.5871,fig|287.6627.peg.5948
fig|287.6656.peg.6070,fig|287.6613.peg.6143,fig|287.6611.peg.6049,fig|287.6614.peg.6897,fig|287.6616.peg.6045,fig|287.6612.peg.6266,fig|287.6618.peg.6273,fig|287.6615.peg.6446,fig|287.6617.peg.6095,fig|287.6621.peg.6383,fig|287.6619.peg.5864,fig|287.6622.peg.6038,fig|287.6623.peg.6505,fig|287.6624.peg.6987,fig|287.6625.peg.6048,fig|287.6657.peg.6207,fig|287.6655.peg.5803,fig|287.6631.peg.6522,fig|287.6628.peg.6384,fig|287.6632.peg.5868,fig|287.6629.peg.6509,fig|287.6635.peg.6068,fig|287.6633.peg.6458,fig|287.6634.peg.6954,fig|287.6637.peg.6367,fig|287.6636.peg.6387,fig|287.6620.peg.6453,fig|287.6630.peg.6284,fig|287.6639.peg.6765,fig|287.6638.peg.5872,fig|287.6627.peg.5949
fig|287.6656.peg.6072,fig|287.6613.peg.6146,fig|287.6611.peg.6052,fig|287.6614.peg.6900,fig|287.6616.peg.6047,fig|287.6612.peg.6269,fig|287.6618.peg.6276,fig|287.6615.peg.6449,fig|287.6617.peg.6098,fig|287.6621.peg.6387,fig|287.6619.peg.5866,fig|287.6622.peg.6040,fig|287.6623.peg.6507,fig|287.6624.peg.6990,fig|287.6625.peg.6051,fig|287.6657.peg.6208,fig|287.6655.peg.5805,fig|287.6631.peg.6525,fig|287.6628.peg.6387,fig|287.6632.peg.5871,fig|287.6629.peg.6512,fig|287.6635.peg.6071,fig|287.6633.peg.6460,fig|287.6634.peg.6957,fig|287.6637.peg.6369,fig|287.6636.peg.6389,fig|287.6620.peg.6456,fig|287.6630.peg.6287,fig|287.6639.peg.6768,fig|287.6638.peg.5875,fig|287.6627.peg.5952
fig|287.6656.peg.6073,fig|287.6613.peg.6147,fig|287.6611.peg.6053,fig|287.6614.peg.6901,fig|287.6616.peg.6048,fig|287.6612.peg.6270,fig|287.6618.peg.6277,fig|287.6615.peg.6450,fig|287.6617.peg.6099,fig|287.6621.peg.6388,fig|287.6619.peg.5867,fig|287.6622.peg.6041,fig|287.6623.peg.6508,fig|287.6624.peg.6991,fig|287.6625.peg.6052,fig|287.6657.peg.6210,fig|287.6655.peg.5806,fig|287.6631.peg.6526,fig|287.6628.peg.6388,fig|287.6632.peg.5872,fig|287.6629.peg.6513,fig|287.6635.peg.6072,fig|287.6633.peg.6461,fig|287.6634.peg.6958,fig|287.6637.peg.6370,fig|287.6636.peg.6390,fig|287.6620.peg.6457,fig|287.6630.peg.6288,fig|287.6639.peg.6769,fig|287.6638.peg.5876,fig|287.6627.peg.5953
fig|287.6656.peg.6075,fig|287.6613.peg.6149,fig|287.6611.peg.6055,fig|287.6614.peg.6903,fig|287.6616.peg.6050,fig|287.6612.peg.6272,fig|287.6618.peg.6279,fig|287.6615.peg.6452,fig|287.6617.peg.6101,fig|287.6621.peg.6390,fig|287.6619.peg.5869,fig|287.6622.peg.6043,fig|287.6623.peg.6510,fig|287.6624.peg.6993,fig|287.6625.peg.6054,fig|287.6657.peg.6212,fig|287.6655.peg.5808,fig|287.6631.peg.6528,fig|287.6628.peg.6390,fig|287.6632.peg.5874,fig|287.6629.peg.6515,fig|287.6635.peg.6074,fig|287.6633.peg.6463,fig|287.6634.peg.6960,fig|287.6637.peg.6372,fig|287.6636.peg.6392,fig|287.6620.peg.6459,fig|287.6630.peg.6290,fig|287.6639.peg.6771,fig|287.6638.peg.5878,fig|287.6627.peg.5955
