"","ID","locus","Gene"
"7815","",NA,"tnsC"
"7816","",NA,"group_5952"
"7817","",NA,"group_5953"
"7818","",NA,"group_5954"
"7819","",NA,"group_5955"
"7820","",NA,"group_5956"
"7821","",NA,"group_5957"
"7822","",NA,"group_5958"
"7823","",NA,"group_5960"
"7824","",NA,"group_5962"
"7825","",NA,"group_6"
"7826","",NA,"group_6018"
"7827","",NA,"group_6019"
"7828","",NA,"recT"
"7829","",NA,"group_6035"
"7830","",NA,"group_6039"
"7831","",NA,"group_6040"
"7832","",NA,"group_6041"
"7833","",NA,"clpP_4"
"7834","",NA,"group_600"
"7835","",NA,"group_609"
"7836","",NA,"group_6073"
"7837","",NA,"group_6074"
"7838","",NA,"group_6075"
"7839","",NA,"group_6076"
"7840","",NA,"group_6077"
"7841","",NA,"group_6088"
"7842","",NA,"group_6090"
"7843","",NA,"group_6091"
"7844","",NA,"group_6097"
"7845","",NA,"birA_1"
"7846","",NA,"group_6115"
"7847","",NA,"group_982"
"7848","",NA,"group_6132"
"7849","",NA,"group_6135"
"7850","",NA,"group_6136"
"7851","",NA,"group_6137"
"7852","",NA,"group_6138"
"7853","",NA,"group_6139"
"7854","",NA,"group_6140"
"7855","",NA,"group_6144"
"7856","",NA,"group_6148"
"7857","",NA,"group_1308"
"7858","",NA,"group_6150"
"7859","",NA,"group_6151"
"7860","",NA,"group_6152"
"7861","",NA,"group_6153"
"7862","",NA,"group_6161"
"7863","",NA,"group_619"
"7864","",NA,"group_6205"
"7865","",NA,"group_6209"
"7866","",NA,"group_6210"
"7867","",NA,"group_2452"
"7868","",NA,"group_2453"
"7869","",NA,"group_6219"
"7870","",NA,"rcsC_3"
"7871","",NA,"group_6221"
"7872","",NA,"group_6222"
"7873","",NA,"group_6223"
"7874","",NA,"group_3992"
"7875","",NA,"group_4028"
"7876","",NA,"group_4030"
"7877","",NA,"rdmC_2"
"7878","",NA,"group_4034"
"7879","",NA,"group_6231"
"7880","",NA,"group_6232"
"7881","",NA,"group_4569"
"7882","",NA,"group_6234"
"7883","",NA,"dhaT_1"
"7884","",NA,"group_6236"
"7885","",NA,"uvrD2"
"7886","",NA,"group_1295"
"7887","",NA,"puuB_6"
"7888","",NA,"group_6241"
"7889","",NA,"ala"
"7890","",NA,"group_177"
"7891","",NA,"group_6249"
"7892","",NA,"pcpR_4"
"7893","",NA,"group_6251"
"7894","",NA,"group_2429"
"7895","",NA,"group_2430"
"7896","",NA,"yiiM_2"
"7897","",NA,"mdtC_2"
"7898","",NA,"group_2449"
"7899","",NA,"group_2450"
"7900","",NA,"group_2451"
"7901","",NA,"group_6259"
"7902","",NA,"group_4000"
"7903","",NA,"group_4001"
"7904","",NA,"hcf136_2"
"7905","",NA,"group_6263"
"7906","",NA,"minD"
"7907","",NA,"nadE_1"
"7908","",NA,"group_633"
"7909","",NA,"group_6330"
"7910","",NA,"group_6331"
"7911","",NA,"group_693"
"7912","",NA,"group_6333"
"7913","",NA,"group_6334"
"7914","",NA,"group_6336"
"7915","",NA,"ftsH_4"
"7916","",NA,"group_6358"
"7917","",NA,"yhdY"
"7918","",NA,"group_6360"
"7919","",NA,"group_6361"
"7920","",NA,"group_1337"
"7921","",NA,"group_6363"
"7922","",NA,"group_1605"
"7923","",NA,"rsxC"
"7924","",NA,"group_2135"
"7925","",NA,"group_2222"
"7926","",NA,"group_2469"
"7927","",NA,"group_2670"
"7928","",NA,"group_3595"
"7929","",NA,"group_3596"
"7930","",NA,"glnH"
"7931","",NA,"glnM"
"7932","",NA,"glnQ_1"
"7933","",NA,"vldW_2"
"7934","",NA,"group_3651"
"7935","",NA,"ureI"
"7936","",NA,"group_6631"
"7937","",NA,"group_4069"
"7938","",NA,"group_4287"
"7939","",NA,"group_4436"
"7940","",NA,"group_6658"
"7941","",NA,"group_6659"
"7942","",NA,"group_6660"
"7943","",NA,"group_6661"
"7944","",NA,"group_6662"
"7945","",NA,"stiP"
"7946","",NA,"group_6664"
"7947","",NA,"group_1004"
"7948","",NA,"yceC"
"7949","",NA,"group_6667"
"7950","",NA,"hrp1_1"
"7951","",NA,"group_1314"
"7952","",NA,"yceD_2"
"7953","",NA,"group_1656"
"7954","",NA,"group_6672"
"7955","",NA,"group_2279"
"7956","",NA,"group_2715"
"7957","",NA,"potE_2"
"7958","",NA,"group_3588"
"7959","",NA,"group_3735"
"7960","",NA,"rutB_2"
"7961","",NA,"group_3791"
"7962","",NA,"group_3792"
"7963","",NA,"group_3793"
"7964","",NA,"group_3794"
"7965","",NA,"group_3939"
"7966","",NA,"btuB_5"
"7967","",NA,"group_3941"
"7968","",NA,"group_3942"
"7969","",NA,"pdeB_1"
"7970","",NA,"group_4289"
"7971","",NA,"group_4344"
"7972","",NA,"group_607"
"7973","",NA,"group_6808"
"7974","",NA,"nrtD_2"
"7975","",NA,"group_6817"
"7976","",NA,"group_6818"
"7977","",NA,"group_2008"
"7978","",NA,"ephA"
"7979","",NA,"group_3607"
"7980","",NA,"group_6822"
"7981","",NA,"group_6823"
"7982","",NA,"group_3742"
"7983","",NA,"group_6846"
"7984","",NA,"group_3964"
"7985","",NA,"group_3965"
"7986","",NA,"group_4261"
"7987","",NA,"group_6859"
"7988","",NA,"group_6860"
"7989","",NA,"group_727"
"7990","",NA,"group_6862"
"7991","",NA,"group_6863"
"7992","",NA,"group_1208"
"7993","",NA,"group_6936"
"7994","",NA,"group_6937"
"7995","",NA,"group_1527"
"7996","",NA,"group_1528"
"7997","",NA,"group_6940"
"7998","",NA,"group_6941"
"7999","",NA,"dapH_1"
"8000","",NA,"group_6943"
"8001","",NA,"tal_1"
"8002","",NA,"syrM1"
"8003","",NA,"group_2680"
"8004","",NA,"group_2789"
"8005","",NA,"pilQ"
"8006","",NA,"group_698"
"8007","",NA,"group_6980"
"8008","",NA,"group_3909"
"8009","",NA,"kefG"
"8010","",NA,"group_4419"
"8011","",NA,"group_4420"
"8012","",NA,"group_4421"
"8013","",NA,"group_4422"
"8014","",NA,"group_4446"
"8015","",NA,"group_4447"
"8016","",NA,"group_4448"
"8017","",NA,"group_7029"
"8018","",NA,"group_7036"
"8019","",NA,"pilY1"
"8020","",NA,"group_7058"
"8021","",NA,"group_7059"
"8022","",NA,"group_7062"
"8023","",NA,"group_7063"
"8024","",NA,"group_7064"
"8025","",NA,"group_7065"
"8026","",NA,"group_165"
"8027","",NA,"group_7067"
"8028","",NA,"group_7068"
"8029","",NA,"group_7069"
"8030","",NA,"group_7070"
"8031","",NA,"group_7071"
"8032","",NA,"group_7072"
"8033","",NA,"group_7073"
"8034","",NA,"group_7074"
"8035","",NA,"group_7075"
"8036","",NA,"group_7076"
"8037","",NA,"group_7097"
"8038","",NA,"group_7100"
"8039","",NA,"group_7104"
"8040","",NA,"group_7107"
"8041","",NA,"group_4674"
"8042","",NA,"group_7119"
"8043","",NA,"pdeG"
"8044","",NA,"group_7121"
"8045","",NA,"rayT"
"8046","",NA,"group_7123"
"8047","",NA,"group_1052"
"8048","",NA,"group_7125"
"8049","",NA,"group_1654"
"8050","",NA,"group_236"
"8051","",NA,"group_7197"
"8052","",NA,"group_2826"
"8053","",NA,"group_7199"
"8054","",NA,"group_8426"
"8055","",NA,"group_3720"
"8056","",NA,"group_7241"
"8057","",NA,"group_7242"
"8058","",NA,"group_7243"
"8059","",NA,"group_7244"
"8060","",NA,"group_7247"
"8061","",NA,"group_7248"
"8062","",NA,"group_7249"
"8063","",NA,"group_7251"
"8064","",NA,"group_7275"
"8065","",NA,"group_7281"
"8066","",NA,"group_7289"
"8067","",NA,"group_7290"
"8068","",NA,"group_7301"
"8069","",NA,"group_1621"
"8070","",NA,"group_7305"
"8071","",NA,"group_1660"
"8072","",NA,"group_7376"
"8073","",NA,"group_7377"
"8074","",NA,"group_7378"
"8075","",NA,"group_4444"
"8076","",NA,"group_4635"
"8077","",NA,"group_7437"
"8078","",NA,"group_8450"
"8079","",NA,"group_8451"
"8080","",NA,"group_802"
"8081","",NA,"group_7443"
"8082","",NA,"group_7452"
"8083","",NA,"group_7466"
"8084","",NA,"group_7468"
"8085","",NA,"group_175"
"8086","",NA,"group_7470"
"8087","",NA,"group_7471"
"8088","",NA,"group_342"
"8089","",NA,"aphA_1"
"8090","",NA,"group_7481"
"8091","",NA,"yecD"
"8092","",NA,"sbnD"
"8093","",NA,"group_3789"
"8094","",NA,"group_7491"
"8095","",NA,"adh_2"
"8096","",NA,"epsF_4"
"8097","",NA,"group_7500"
"8098","",NA,"group_7522"
"8099","",NA,"group_7523"
"8100","",NA,"group_7524"
"8101","",NA,"group_7525"
"8102","",NA,"group_7545"
"8103","",NA,"group_1550"
"8104","",NA,"group_7547"
"8105","",NA,"group_1644"
"8106","",NA,"group_7549"
"8107","",NA,"group_7595"
"8108","",NA,"group_2802"
"8109","",NA,"group_2955"
"8110","",NA,"group_7622"
"8111","",NA,"group_7623"
"8112","",NA,"gsiB"
"8113","",NA,"phoA2_2"
"8114","",NA,"group_7631"
"8115","",NA,"group_7632"
"8116","",NA,"group_4258"
"8117","",NA,"group_4483"
"8118","",NA,"group_4484"
"8119","",NA,"group_4485"
"8120","",NA,"group_4486"
"8121","",NA,"ompR_1"
"8122","",NA,"group_4488"
"8123","",NA,"group_7702"
"8124","",NA,"group_8496"
"8125","",NA,"group_7723"
"8126","",NA,"group_8498"
"8127","",NA,"group_7789"
"8128","",NA,"group_7802"
"8129","",NA,"group_7810"
"8130","",NA,"group_7814"
"8131","",NA,"sasA_2"
"8132","",NA,"group_744"
"8133","",NA,"group_7818"
"8134","",NA,"group_7819"
"8135","",NA,"group_7821"
"8136","",NA,"group_7822"
"8137","",NA,"group_7823"
"8138","",NA,"group_7824"
"8139","",NA,"group_7833"
"8140","",NA,"group_7842"
"8141","",NA,"group_1241"
"8142","",NA,"group_7845"
"8143","",NA,"group_7847"
"8144","",NA,"group_7849"
"8145","",NA,"group_7856"
"8146","",NA,"group_797"
"8147","",NA,"group_803"
"8148","",NA,"group_8054"
"8149","",NA,"group_3000"
"8150","",NA,"group_8092"
"8151","",NA,"group_8101"
"8152","",NA,"group_8105"
"8153","",NA,"group_8109"
"8154","",NA,"group_4102"
"8155","",NA,"group_8140"
"8156","",NA,"bfrD_2"
"8157","",NA,"group_4503"
"8158","",NA,"group_4554"
"8159","",NA,"dapA_3"
"8160","",NA,"group_8296"
"8161","",NA,"soj_5"
"8162","",NA,"group_8369"
"8163","",NA,"fdhA_1"
"8164","",NA,"group_5086"
"8165","",NA,"ydbD"
"8166","",NA,"yciE"
"8167","",NA,"group_5093"
"8168","",NA,"group_5095"
"8169","",NA,"group_8616"
"8170","",NA,"group_5399"
"8171","",NA,"group_8812"
"8172","",NA,"group_883"
"8173","",NA,"group_8858"
"8174","",NA,"group_8859"
"8175","",NA,"group_8860"
"8176","",NA,"group_8861"
"8177","",NA,"pucD"
"8178","",NA,"group_11671"
"8179","",NA,"group_8864"
"8180","",NA,"group_8866"
"8181","",NA,"algA_2"
"8182","",NA,"group_8916"
"8183","",NA,"group_1488"
"8184","",NA,"group_8918"
"8185","",NA,"group_1692"
"8186","",NA,"group_8920"
"8187","",NA,"group_8921"
"8188","",NA,"group_8922"
"8189","",NA,"group_1969"
"8190","",NA,"group_8924"
"8191","",NA,"group_2652"
"8192","",NA,"vioA"
"8193","",NA,"group_2654"
"8194","",NA,"group_8928"
"8195","",NA,"group_3009"
"8196","",NA,"group_3150"
"8197","",NA,"group_3224"
"8198","",NA,"group_8932"
"8199","",NA,"group_8972"
"8200","",NA,"group_8973"
"8201","",NA,"group_8974"
"8202","",NA,"group_414"
"8203","",NA,"group_4277"
"8204","",NA,"fliS_1"
"8205","",NA,"fliS_2"
"8206","",NA,"group_4280"
"8207","",NA,"group_4281"
"8208","",NA,"perB"
"8209","",NA,"fabH_2"
"8210","",NA,"group_4286"
"8211","",NA,"group_913"
"8212","",NA,"group_915"
"8213","",NA,"group_932"
"8214","",NA,"group_947"
"8215","",NA,"group_96"
"8216","",NA,"group_963"
"8217","",NA,"group_974"
"8218","",NA,"group_9924"
"8219","",NA,"group_1002"
"8220","",NA,"group_10048"
"8221","",NA,"group_4675"
"8222","",NA,"yadV_1"
"8223","",NA,"group_1012"
"8224","",NA,"trpB_2"
"8225","",NA,"group_1016"
"8226","",NA,"group_523"
"8227","",NA,"group_1022"
"8228","",NA,"group_1025"
"8229","",NA,"cca_2"
"8230","",NA,"group_10302"
"8231","",NA,"group_1031"
"8232","",NA,"group_1035"
"8233","",NA,"group_10363"
"8234","",NA,"group_10382"
"8235","",NA,"group_1041"
"8236","",NA,"atzE"
"8237","",NA,"group_10853"
"8238","",NA,"group_11553"
"8239","",NA,"group_12204"
"8240","",NA,"group_1049"
"8241","",NA,"group_12686"
"8242","",NA,"group_10607"
"8243","",NA,"group_1579"
"8244","",NA,"group_1071"
"8245","",NA,"group_1748"
"8246","",NA,"group_1782"
"8247","",NA,"group_1848"
"8248","",NA,"group_2159"
"8249","",NA,"group_1080"
"8250","",NA,"group_2980"
"8251","",NA,"group_2986"
"8252","",NA,"group_11004"
"8253","",NA,"group_3049"
"8254","",NA,"group_1108"
"8255","",NA,"copD"
"8256","",NA,"group_3083"
"8257","",NA,"group_3085"
"8258","",NA,"group_3087"
"8259","",NA,"group_3121"
"8260","",NA,"xerC_2"
"8261","",NA,"lpxD_2"
"8262","",NA,"rtcB_1"
"8263","",NA,"group_3834"
"8264","",NA,"group_410"
"8265","",NA,"group_11386"
"8266","",NA,"group_11394"
"8267","",NA,"group_4442"
"8268","",NA,"group_4583"
"8269","",NA,"hcaR_2"
"8270","",NA,"group_4825"
"8271","",NA,"group_4852"
"8272","",NA,"group_4989"
"8273","",NA,"ftsH_2"
"8274","",NA,"group_4991"
"8275","",NA,"group_546"
"8276","",NA,"group_562"
"8277","",NA,"group_574"
"8278","",NA,"group_62"
"8279","",NA,"group_624"
"8280","",NA,"group_64"
"8281","",NA,"group_11408"
"8282","",NA,"group_85"
"8283","",NA,"group_11410"
"8284","",NA,"group_11411"
"8285","",NA,"group_1407"
"8286","",NA,"group_1659"
"8287","",NA,"group_1680"
"8288","",NA,"group_1707"
"8289","",NA,"group_1722"
"8290","",NA,"group_1741"
"8291","",NA,"group_1742"
"8292","",NA,"group_1746"
"8293","",NA,"group_1749"
"8294","",NA,"group_1854"
"8295","",NA,"group_1988"
"8296","",NA,"cysC"
"8297","",NA,"group_2620"
"8298","",NA,"group_2623"
"8299","",NA,"group_1145"
"8300","",NA,"phnF_1"
"8301","",NA,"group_1152"
"8302","",NA,"group_11555"
"8303","",NA,"group_2967"
"8304","",NA,"group_2968"
"8305","",NA,"group_2969"
"8306","",NA,"group_2970"
"8307","",NA,"group_2995"
"8308","",NA,"group_3057"
"8309","",NA,"cusS"
"8310","",NA,"group_3114"
"8311","",NA,"group_3115"
"8312","",NA,"xfp"
"8313","",NA,"group_3117"
"8314","",NA,"group_3118"
"8315","",NA,"group_3174"
"8316","",NA,"group_3187"
"8317","",NA,"group_3299"
"8318","",NA,"group_1166"
"8319","",NA,"group_11718"
"8320","",NA,"group_1172"
"8321","",NA,"group_3590"
"8322","",NA,"group_11725"
"8323","",NA,"group_11726"
"8324","",NA,"pdeN"
"8325","",NA,"group_11731"
"8326","",NA,"group_1174"
"8327","",NA,"golD"
"8328","",NA,"group_4262"
"8329","",NA,"group_4264"
"8330","",NA,"pglA_2"
"8331","",NA,"lnpD"
"8332","",NA,"group_4270"
"8333","",NA,"group_4271"
"8334","",NA,"group_4272"
"8335","",NA,"group_11814"
"8336","",NA,"group_4473"
"8337","",NA,"group_4474"
"8338","",NA,"group_4475"
"8339","",NA,"group_4476"
"8340","",NA,"group_4549"
"8341","",NA,"group_11820"
"8342","",NA,"group_493"
"8343","",NA,"group_4965"
"8344","",NA,"ackA_1"
"8345","",NA,"zntR_2"
"8346","",NA,"group_4970"
"8347","",NA,"ubiB_1"
"8348","",NA,"ldhA_1"
"8349","",NA,"group_4973"
"8350","",NA,"group_4974"
"8351","",NA,"group_4975"
"8352","",NA,"group_4976"
"8353","",NA,"group_4977"
"8354","",NA,"group_4978"
"8355","",NA,"group_4992"
"8356","",NA,"group_505"
"8357","",NA,"group_5088"
"8358","",NA,"group_5318"
"8359","",NA,"group_11843"
"8360","",NA,"group_11844"
"8361","",NA,"group_11845"
"8362","",NA,"group_11846"
"8363","",NA,"group_6199"
"8364","",NA,"group_6266"
"8365","",NA,"group_6683"
"8366","",NA,"group_11886"
"8367","",NA,"group_11925"
"8368","",NA,"group_1206"
"8369","",NA,"group_905"
"8370","",NA,"group_907"
"8371","",NA,"group_914"
"8372","",NA,"group_106"
"8373","",NA,"group_1084"
"8374","",NA,"group_11001"
"8375","",NA,"group_12135"
"8376","",NA,"group_1297"
"8377","",NA,"group_1651"
"8378","",NA,"pys1"
"8379","",NA,"group_1681"
"8380","",NA,"group_1715"
"8381","",NA,"copA_4"
"8382","",NA,"group_12208"
"8383","",NA,"phoA2_1"
"8384","",NA,"tcdA_2"
"8385","",NA,"group_293"
"8386","",NA,"group_1231"
"8387","",NA,"group_12313"
"8388","",NA,"group_1236"
"8389","",NA,"group_1243"
"8390","",NA,"group_3090"
"8391","",NA,"arsC_2"
"8392","",NA,"arsH_1"
"8393","",NA,"sasA_10"
"8394","",NA,"group_3141"
"8395","",NA,"group_3345"
"8396","",NA,"group_1267"
"8397","",NA,"group_12687"
"8398","",NA,"group_1269"
"8399","",NA,"group_4023"
"8400","",NA,"group_1272"
"8401","",NA,"group_424"
"8402","",NA,"group_4282"
"8403","",NA,"group_4425"
"8404","",NA,"group_4429"
"8405","",NA,"group_4481"
"8406","",NA,"group_13"
"8407","",NA,"group_4590"
"8408","",NA,"group_464"
"8409","",NA,"group_4830"
"8410","",NA,"group_4835"
"8411","",NA,"cusR"
"8412","",NA,"arsC_1"
"8413","",NA,"acr3"
"8414","",NA,"group_4979"
"8415","",NA,"group_4980"
"8416","",NA,"group_4981"
"8417","",NA,"group_4982"
"8418","",NA,"group_4993"
"8419","",NA,"group_4994"
"8420","",NA,"group_4995"
"8421","",NA,"group_5048"
"8422","",NA,"group_5049"
"8423","",NA,"group_5099"
"8424","",NA,"group_5109"
"8425","",NA,"imm2"
"8426","",NA,"group_1370"
"8427","",NA,"group_1372"
"8428","",NA,"group_5446"
"8429","",NA,"group_6049"
"8430","",NA,"sbp_3"
"8431","",NA,"group_870"
"8432","",NA,"group_912"
"8433","",NA,"group_11005"
"8434","",NA,"group_1402"
"8435","",NA,"group_11720"
"8436","",NA,"group_1408"
"8437","",NA,"group_1595"
"8438","",NA,"gpx2"
"8439","",NA,"group_1689"
"8440","",NA,"group_1704"
"8441","",NA,"group_1708"
"8442","",NA,"group_1724"
"8443","",NA,"group_1733"
"8444","",NA,"group_1764"
"8445","",NA,"group_1765"
"8446","",NA,"group_1766"
"8447","",NA,"group_1767"
"8448","",NA,"group_1768"
"8449","",NA,"group_1769"
"8450","",NA,"group_1770"
"8451","",NA,"group_1772"
"8452","",NA,"group_1773"
"8453","",NA,"group_1776"
"8454","",NA,"group_1778"
"8455","",NA,"group_1498"
"8456","",NA,"group_15"
"8457","",NA,"group_1875"
"8458","",NA,"cckA"
"8459","",NA,"group_1509"
"8460","",NA,"moeZ"
"8461","",NA,"group_2597"
"8462","",NA,"group_1520"
"8463","",NA,"rapA_3"
"8464","",NA,"group_267"
"8465","",NA,"group_268"
"8466","",NA,"group_271"
"8467","",NA,"group_2801"
"8468","",NA,"group_2998"
"8469","",NA,"group_3071"
"8470","",NA,"group_3081"
"8471","",NA,"lspA_1"
"8472","",NA,"group_3123"
"8473","",NA,"group_3124"
"8474","",NA,"group_158"
"8475","",NA,"group_3158"
"8476","",NA,"group_3159"
"8477","",NA,"group_3160"
"8478","",NA,"group_3172"
"8479","",NA,"group_3182"
"8480","",NA,"group_3183"
"8481","",NA,"dnaB_4"
"8482","",NA,"rssB_5"
"8483","",NA,"group_1619"
"8484","",NA,"group_3348"
"8485","",NA,"group_1634"
"8486","",NA,"intS"
"8487","",NA,"group_389"
"8488","",NA,"group_1645"
"8489","",NA,"alaS_1"
"8490","",NA,"group_4109"
"8491","",NA,"group_4111"
"8492","",NA,"yedA_1"
"8493","",NA,"group_4113"
"8494","",NA,"group_4267"
"8495","",NA,"group_4423"
"8496","",NA,"group_4502"
"8497","",NA,"copA_13"
"8498","",NA,"group_1729"
"8499","",NA,"group_173"
"8500","",NA,"group_4574"
"8501","",NA,"group_4631"
"8502","",NA,"group_4633"
"8503","",NA,"group_4658"
"8504","",NA,"group_1738"
"8505","",NA,"group_477"
"8506","",NA,"group_4865"
"8507","",NA,"group_4879"
"8508","",NA,"group_4883"
"8509","",NA,"group_490"
"8510","",NA,"group_4986"
"8511","",NA,"group_4987"
"8512","",NA,"group_4997"
"8513","",NA,"group_4998"
"8514","",NA,"group_4999"
"8515","",NA,"group_5000"
"8516","",NA,"group_5001"
"8517","",NA,"group_5002"
"8518","",NA,"group_5003"
"8519","",NA,"group_5004"
"8520","",NA,"group_183"
"8521","",NA,"group_5120"
"8522","",NA,"group_5124"
"8523","",NA,"group_5128"
"8524","",NA,"group_5147"
"8525","",NA,"group_5149"
"8526","",NA,"group_5150"
"8527","",NA,"group_5152"
"8528","",NA,"group_5162"
"8529","",NA,"hcaR_4"
"8530","",NA,"group_518"
"8531","",NA,"group_520"
"8532","",NA,"group_1862"
"8533","",NA,"group_541"
"8534","",NA,"dapH_3"
"8535","",NA,"group_1865"
"8536","",NA,"group_572"
"8537","",NA,"group_573"
"8538","",NA,"group_1869"
"8539","",NA,"group_1870"
"8540","",NA,"group_784"
"8541","",NA,"group_1873"
"8542","",NA,"group_1877"
"8543","",NA,"group_838"
"8544","",NA,"group_1880"
"8545","",NA,"group_1881"
"8546","",NA,"group_885"
"8547","",NA,"group_896"
"8548","",NA,"group_910"
"8549","",NA,"group_921"
"8550","",NA,"group_922"
"8551","",NA,"group_926"
"8552","",NA,"group_927"
"8553","",NA,"group_928"
"8554","",NA,"group_929"
"8555","",NA,"topB_3"
"8556","",NA,"group_931"
"8557","",NA,"ftsH4"
"8558","",NA,"group_1903"
"8559","",NA,"group_1904"
"8560","",NA,"yejK_2"
"8561","",NA,"mukB_2"
"8562","",NA,"group_1219"
"8563","",NA,"pigI"
"8564","",NA,"group_1912"
"8565","",NA,"soj_1"
"8566","",NA,"group_144"
"8567","",NA,"group_1915"
"8568","",NA,"group_1771"
"8569","",NA,"group_1777"
"8570","",NA,"group_1801"
"8571","",NA,"group_182"
"8572","",NA,"group_187"
"8573","",NA,"group_2370"
"8574","",NA,"group_1922"
"8575","",NA,"ssa1_2"
"8576","",NA,"group_1930"
"8577","",NA,"group_2577"
"8578","",NA,"group_282"
"8579","",NA,"group_1943"
"8580","",NA,"group_2990"
"8581","",NA,"group_3016"
"8582","",NA,"group_3018"
"8583","",NA,"group_3044"
"8584","",NA,"group_3104"
"8585","",NA,"group_3110"
"8586","",NA,"group_315"
"8587","",NA,"group_3163"
"8588","",NA,"hcaR_5"
"8589","",NA,"fhuA_3"
"8590","",NA,"group_3598"
"8591","",NA,"potB_1"
"8592","",NA,"group_3600"
"8593","",NA,"group_3601"
"8594","",NA,"group_378"
"8595","",NA,"rppA"
"8596","",NA,"ctcP_1"
"8597","",NA,"group_3822"
"8598","",NA,"ctcP_2"
"8599","",NA,"ctcP_3"
"8600","",NA,"pltE"
"8601","",NA,"lgrE_1"
"8602","",NA,"group_3827"
"8603","",NA,"group_3828"
"8604","",NA,"ybhF"
"8605","",NA,"ybhS"
"8606","",NA,"ybhR"
"8607","",NA,"arpC"
"8608","",NA,"group_3833"
"8609","",NA,"group_238"
"8610","",NA,"group_24"
"8611","",NA,"cysK_2"
"8612","",NA,"group_4390"
"8613","",NA,"group_4477"
"8614","",NA,"group_4637"
"8615","",NA,"group_470"
"8616","",NA,"zntR_3"
"8617","",NA,"group_4903"
"8618","",NA,"group_4906"
"8619","",NA,"group_4909"
"8620","",NA,"group_4964"
"8621","",NA,"cdiA1"
"8622","",NA,"yohC_3"
"8623","",NA,"aes"
"8624","",NA,"group_5444"
"8625","",NA,"group_5445"
"8626","",NA,"group_5447"
"8627","",NA,"group_5448"
"8628","",NA,"cysC_2"
"8629","",NA,"group_6048"
"8630","",NA,"group_6177"
"8631","",NA,"group_2642"
"8632","",NA,"group_671"
"8633","",NA,"yhcG"
"8634","",NA,"group_283"
"8635","",NA,"group_284"
"8636","",NA,"group_856"
"8637","",NA,"group_876"
"8638","",NA,"group_887"
"8639","",NA,"group_901"
"8640","",NA,"group_925"
"8641","",NA,"clpC_2"
"8642","",NA,"group_995"
"8643","",NA,"group_1061"
"8644","",NA,"copD_2"
"8645","",NA,"group_114"
"8646","",NA,"group_128"
"8647","",NA,"group_1374"
"8648","",NA,"group_3069"
"8649","",NA,"group_1435"
"8650","",NA,"group_1437"
"8651","",NA,"group_3073"
"8652","",NA,"group_1482"
"8653","",NA,"group_16"
"8654","",NA,"group_1657"
"8655","",NA,"group_1695"
"8656","",NA,"group_3101"
"8657","",NA,"group_1720"
"8658","",NA,"group_1730"
"8659","",NA,"group_1751"
"8660","",NA,"group_1807"
"8661","",NA,"group_1815"
"8662","",NA,"group_1838"
"8663","",NA,"group_3144"
"8664","",NA,"group_3145"
"8665","",NA,"imm"
"8666","",NA,"group_230"
"8667","",NA,"group_2586"
"8668","",NA,"group_259"
"8669","",NA,"rapA_6"
"8670","",NA,"group_2952"
"8671","",NA,"pilA"
"8672","",NA,"group_2994"
"8673","",NA,"group_32"
"8674","",NA,"group_3055"
"8675","",NA,"group_3120"
"8676","",NA,"group_3162"
"8677","",NA,"group_3240"
"8678","",NA,"group_3267"
"8679","",NA,"group_3268"
"8680","",NA,"group_3272"
"8681","",NA,"group_3260"
"8682","",NA,"group_357"
"8683","",NA,"group_360"
"8684","",NA,"group_3275"
"8685","",NA,"group_3608"
"8686","",NA,"group_3616"
"8687","",NA,"group_3617"
"8688","",NA,"recF_2"
"8689","",NA,"group_6481"
"8690","",NA,"gno_2"
"8691","",NA,"group_460"
"8692","",NA,"group_480"
"8693","",NA,"group_487"
"8694","",NA,"group_4893"
"8695","",NA,"group_3350"
"8696","",NA,"group_3351"
"8697","",NA,"group_535"
"8698","",NA,"iucB"
"8699","",NA,"group_5442"
"8700","",NA,"kdpB_1"
"8701","",NA,"group_556"
"8702","",NA,"group_5669"
"8703","",NA,"group_5670"
"8704","",NA,"group_5671"
"8705","",NA,"group_5672"
"8706","",NA,"group_5673"
"8707","",NA,"group_5674"
"8708","",NA,"group_5675"
"8709","",NA,"group_5676"
"8710","",NA,"group_5677"
"8711","",NA,"group_5678"
"8712","",NA,"group_5679"
"8713","",NA,"group_5680"
"8714","",NA,"group_5681"
"8715","",NA,"group_5682"
"8716","",NA,"mltF_5"
"8717","",NA,"group_5685"
"8718","",NA,"group_5686"
"8719","",NA,"group_5697"
"8720","",NA,"group_5698"
"8721","",NA,"group_571"
"8722","",NA,"group_6202"
"8723","",NA,"group_6203"
"8724","",NA,"group_6340"
"8725","",NA,"group_6341"
"8726","",NA,"asnB_3"
"8727","",NA,"group_687"
"8728","",NA,"group_846"
"8729","",NA,"group_3443"
"8730","",NA,"group_9670"
"8731","",NA,"group_6523"
"8732","",NA,"group_6524"
"8733","",NA,"group_108"
"8734","",NA,"group_117"
"8735","",NA,"topA_3"
"8736","",NA,"group_146"
"8737","",NA,"group_6529"
"8738","",NA,"group_1486"
"8739","",NA,"group_149"
"8740","",NA,"group_17"
"8741","",NA,"group_1702"
"8742","",NA,"group_1763"
"8743","",NA,"group_1774"
"8744","",NA,"hin_3"
"8745","",NA,"group_1793"
"8746","",NA,"group_1934"
"8747","",NA,"group_1935"
"8748","",NA,"cusA_2"
"8749","",NA,"group_356"
