locus,Gene
NA,group_7766
NA,bin3
NA,group_7768
NA,group_7769
NA,group_7770
NA,group_7771
NA,group_7772
NA,group_7773
NA,group_7774
NA,group_7775
NA,group_7776
NA,group_7777
NA,group_7778
NA,group_7779
NA,group_778
NA,group_7780
NA,group_7781
NA,group_7782
NA,group_7783
NA,group_1857
NA,group_7785
NA,group_7786
NA,group_7787
NA,group_7788
NA,group_7790
NA,group_7791
NA,group_7792
NA,group_7793
NA,group_7794
NA,group_6084
NA,group_6085
NA,group_6086
NA,group_6087
NA,group_6089
NA,group_6092
NA,group_6093
NA,group_6094
NA,group_6095
NA,group_6096
NA,group_6098
NA,group_6099
NA,group_6100
NA,group_6101
NA,group_6102
NA,group_6103
NA,group_6104
NA,group_6105
NA,group_6106
NA,group_6107
NA,group_6108
NA,group_6109
NA,group_7827
NA,group_6111
NA,group_6112
NA,group_6113
NA,group_6114
NA,group_6116
NA,group_6117
NA,group_6118
NA,group_6119
NA,group_6121
NA,group_6122
NA,group_6123
NA,group_6124
NA,group_6125
NA,group_6126
NA,group_6127
NA,group_6128
NA,group_6129
NA,group_6130
NA,group_6131
NA,group_6134
NA,group_6160
NA,group_6162
NA,group_6163
NA,group_6164
NA,group_6165
NA,group_6166
NA,group_6167
NA,group_6168
NA,group_6173
NA,group_6174
NA,group_6175
NA,group_6178
NA,group_6184
NA,group_6185
NA,group_6186
NA,group_6196
NA,group_6207
NA,group_6208
NA,group_6211
NA,group_6213
NA,group_6214
NA,group_6215
NA,group_6216
NA,group_6229
NA,group_6230
NA,adk_2
NA,group_6277
NA,group_6278
NA,group_6279
NA,group_6284
NA,dnaE_1
NA,group_6314
NA,group_6326
NA,group_6335
NA,group_6338
NA,selA_2
NA,group_6371
NA,group_6372
NA,group_6373
NA,aguA_1
NA,group_6375
NA,group_6376
NA,group_6377
NA,group_6378
NA,group_6379
NA,group_6380
NA,group_6386
NA,group_6400
NA,group_6401
NA,group_6422
NA,group_6423
NA,group_6424
NA,group_6425
NA,group_6426
NA,group_6427
NA,group_6428
NA,group_6429
NA,dhbF_2
NA,group_6430
NA,group_6431
NA,group_6432
NA,group_6433
NA,group_6434
NA,group_6435
NA,group_6436
NA,group_6437
NA,group_6438
NA,group_6440
NA,group_6441
NA,group_6442
NA,group_6443
NA,group_6446
NA,group_6447
NA,group_6448
NA,group_6449
NA,group_6450
NA,group_6451
NA,group_6452
NA,dnaJ_1
NA,group_6454
NA,group_6455
NA,group_6456
NA,group_6457
NA,group_6458
NA,group_6459
NA,group_6460
NA,group_6461
NA,group_6462
NA,group_6463
NA,group_6464
NA,group_6465
NA,group_6466
NA,group_6467
NA,group_6468
NA,group_6469
NA,group_6470
NA,group_6471
NA,group_6472
NA,group_6473
NA,group_6474
NA,group_6475
NA,group_6476
NA,group_6477
NA,group_6478
NA,group_6479
NA,group_6480
NA,group_329
NA,group_6482
NA,group_6483
NA,group_6484
NA,group_6485
NA,group_6486
NA,group_6487
NA,group_6488
NA,ssb_2
NA,rdgC_2
NA,group_6491
NA,group_6492
NA,group_6493
NA,group_6494
NA,group_6495
NA,group_6496
NA,group_6497
NA,group_6498
NA,group_6499
NA,group_65
NA,group_6500
NA,group_6501
NA,group_6502
NA,group_6503
NA,group_6505
NA,group_6506
NA,group_6507
NA,group_6508
NA,group_6509
NA,group_6510
NA,group_6511
NA,group_6512
NA,group_6513
NA,group_6514
NA,group_6515
NA,group_6516
NA,group_6517
NA,group_6518
NA,group_6519
NA,group_6520
NA,group_6521
NA,group_6522
NA,group_3444
NA,group_3446
NA,group_6525
NA,group_6526
NA,group_6527
NA,group_6528
NA,group_3454
NA,group_6530
NA,group_6536
NA,group_6537
NA,group_6538
NA,group_6539
NA,group_6540
NA,group_6541
NA,group_6542
NA,group_6543
NA,group_6544
NA,group_6545
NA,group_6546
NA,group_6547
NA,group_6548
NA,eis
NA,group_6550
NA,group_6551
NA,group_6552
NA,group_6553
NA,group_6554
NA,group_6555
NA,group_6556
NA,group_6557
NA,group_6558
NA,group_6559
NA,nqrF_1
NA,group_6561
NA,group_6562
NA,dmdB
NA,group_6564
NA,group_6565
NA,group_6566
NA,group_6567
NA,group_6568
NA,group_6569
NA,group_6570
NA,group_6571
NA,group_6572
NA,group_6573
NA,group_6574
NA,group_6575
NA,group_6576
NA,group_6577
NA,group_6578
NA,group_6579
NA,group_6580
NA,group_6581
NA,group_6582
NA,group_6583
NA,group_6584
NA,group_6585
NA,group_6586
NA,group_6593
NA,group_6594
NA,group_6595
NA,group_6596
NA,group_6597
NA,group_6598
NA,group_6599
NA,group_6600
NA,group_6601
NA,group_6602
NA,group_6603
NA,group_6604
NA,group_6605
NA,group_6606
NA,group_6607
NA,group_6608
NA,group_6609
NA,group_661
NA,group_6610
NA,group_6611
NA,group_6612
NA,group_6613
NA,group_6614
NA,traK
NA,group_6616
NA,group_6617
NA,group_6618
NA,group_6619
NA,group_6620
NA,group_6621
NA,group_6622
NA,group_6623
NA,group_6624
NA,group_6625
NA,group_6626
NA,group_6627
NA,group_6628
NA,group_6629
NA,group_6630
NA,group_6632
NA,group_6633
NA,group_6634
NA,group_6635
NA,group_6636
NA,group_6637
NA,group_6638
NA,group_6639
NA,group_6640
NA,group_6641
NA,group_6642
NA,group_6643
NA,group_6644
NA,group_6645
NA,group_6646
NA,group_6647
NA,group_6648
NA,group_6649
NA,group_6650
NA,group_6651
NA,group_6654
NA,group_6675
NA,group_6676
NA,group_6677
NA,group_6678
NA,group_6679
NA,group_668
NA,group_6680
NA,menH_4
NA,group_6682
NA,group_6684
NA,group_6685
NA,group_6686
NA,group_6687
NA,jefA_1
NA,group_6689
NA,group_6690
NA,group_6691
NA,group_6692
NA,group_6693
NA,group_6694
NA,group_6695
NA,group_6696
NA,group_6697
NA,group_6698
NA,group_6699
NA,group_670
NA,group_6700
NA,chrA
NA,group_6702
NA,group_6703
NA,group_6704
NA,group_6705
NA,group_6706
NA,group_6707
NA,group_6708
NA,group_6710
NA,group_6711
NA,group_6712
NA,group_6713
NA,group_6714
NA,group_8171
NA,group_8172
NA,group_8173
NA,group_6718
NA,group_6719
NA,group_6720
NA,group_6722
NA,group_6723
NA,group_6725
NA,group_6726
NA,group_6727
NA,group_6728
NA,group_6729
NA,group_6730
NA,group_6731
NA,group_6732
NA,group_6733
NA,group_6734
NA,group_6736
NA,group_6737
NA,group_6738
NA,group_6739
NA,group_674
NA,group_6740
NA,group_6741
NA,group_6742
NA,group_6743
NA,group_6744
NA,group_6745
NA,group_6747
NA,group_6748
NA,group_6749
NA,group_6750
NA,group_6751
NA,group_6753
NA,group_6754
NA,group_6756
NA,group_6758
NA,group_6759
NA,group_6761
NA,group_6763
NA,group_6764
NA,group_6765
NA,group_6767
NA,group_6769
NA,group_6770
NA,group_6771
NA,group_6772
NA,group_6774
NA,group_6775
NA,group_6777
NA,group_6778
NA,group_6780
NA,group_6781
NA,group_6783
NA,group_6784
NA,group_6786
NA,group_6787
NA,group_6789
NA,group_6790
NA,group_6791
NA,group_6792
NA,group_6793
NA,group_6794
NA,group_6795
NA,group_6796
NA,group_6797
NA,group_6798
NA,group_6799
NA,group_6800
NA,group_6801
NA,group_6802
NA,group_6803
NA,group_6804
NA,group_6806
NA,group_6807
NA,group_6824
NA,group_6825
NA,group_6826
NA,group_6827
NA,group_6828
NA,group_6829
NA,group_6830
NA,group_6831
NA,group_6832
NA,frmA_2
NA,group_6834
NA,group_6835
NA,group_6836
NA,group_6837
NA,group_6838
NA,dmlR_26
NA,group_6840
NA,group_6841
NA,nhaA
NA,uvrA_2
NA,group_6844
NA,group_6848
NA,group_6849
NA,group_685
NA,group_6850
NA,qorA_3
NA,group_6852
NA,group_6853
NA,group_6854
NA,group_6855
NA,group_6856
NA,group_6866
NA,group_6867
NA,group_6868
NA,group_6869
NA,arsC_5
NA,group_6871
NA,group_8282
NA,group_8283
NA,group_6332
NA,group_8285
NA,group_8286
NA,group_8287
NA,group_8288
NA,group_8289
NA,group_6359
NA,group_8291
NA,group_8292
NA,group_6362
NA,csoR
NA,group_6364
NA,group_6365
NA,group_6367
NA,group_6368
NA,group_6369
NA,group_637
NA,group_6370
NA,group_6445
NA,ndvB
NA,group_8308
NA,group_656
NA,group_6896
NA,group_658
NA,group_6590
NA,group_8312
NA,group_6655
NA,group_6656
NA,group_6657
NA,group_8316
NA,group_8317
NA,group_8318
NA,group_8319
NA,group_832
NA,group_8320
NA,group_8321
NA,group_6665
NA,group_8323
NA,group_8324
NA,group_6668
NA,alx_1
NA,group_8327
NA,yceD_3
NA,group_8329
NA,group_6721
NA,group_6724
NA,group_6919
NA,group_6746
NA,group_6752
NA,group_6755
NA,group_6757
NA,group_6760
NA,group_6762
NA,group_6766
NA,group_6768
NA,group_6773
NA,group_6776
NA,group_6779
NA,group_6782
NA,group_6785
NA,group_6788
NA,group_679
NA,group_8347
NA,group_6809
NA,group_8349
NA,group_8350
NA,group_6819
NA,group_6820
NA,group_6821
NA,group_8354
NA,group_8355
NA,group_6845
NA,group_8357
NA,group_6847
NA,group_6857
NA,group_6858
NA,group_8361
NA,group_8362
NA,group_6861
NA,group_8364
NA,socA
NA,group_6864
NA,group_8367
NA,group_8368
NA,group_6938
NA,group_6939
NA,group_8372
NA,group_8373
NA,group_6977
NA,group_8375
NA,group_8376
NA,group_6945
NA,group_6949
NA,group_696
NA,group_6978
NA,group_6988
NA,group_6989
NA,group_699
NA,group_6990
NA,group_6991
NA,group_6992
NA,mutL_1
NA,ydiO_2
NA,group_6998
NA,group_6999
NA,group_7000
NA,group_7001
NA,group_7002
NA,group_7003
NA,group_7004
NA,group_7005
NA,group_8397
NA,group_7011
NA,group_7012
NA,group_7014
NA,group_7015
NA,group_707
NA,group_7101
NA,group_711
NA,group_7113
NA,group_716
NA,group_8405
NA,group_7206
NA,group_7208
NA,group_7209
NA,group_7210
NA,group_7211
NA,group_7212
NA,group_7213
NA,group_7214
NA,group_7215
NA,group_7216
NA,group_7217
NA,group_7218
NA,group_7219
NA,group_7220
NA,group_7221
NA,group_7222
NA,group_7223
NA,group_7224
NA,group_7225
NA,group_7226
NA,group_7227
NA,dnaC
NA,group_7229
NA,group_723
NA,group_7230
NA,group_7231
NA,group_7232
NA,group_7233
NA,group_7234
NA,group_7235
NA,group_8435
NA,group_7237
NA,group_7238
NA,group_7239
NA,group_7245
NA,group_7246
NA,group_7250
NA,group_7252
NA,group_7253
NA,group_7254
NA,group_7255
NA,group_7258
NA,group_7259
NA,group_7260
NA,group_7261
NA,group_7262
NA,group_7263
NA,group_7264
NA,group_7265
NA,group_7266
NA,group_7267
NA,group_8456
NA,group_7269
NA,group_7270
NA,group_7271
NA,group_7272
NA,prtR_3
NA,prtR_4
NA,group_7276
NA,group_7277
NA,group_7278
NA,group_7279
NA,group_7280
NA,group_7282
NA,group_7284
NA,group_7285
NA,group_7286
NA,group_7287
NA,group_7288
NA,group_729
NA,group_7291
NA,group_7293
NA,group_7294
NA,group_7295
NA,group_7296
NA,group_7596
NA,group_7597
NA,group_8482
NA,group_7300
NA,group_7629
NA,group_7306
NA,group_7307
NA,group_7308
NA,group_7309
NA,group_731
NA,group_7310
NA,group_7311
NA,prs_1
NA,group_7313
NA,teaD
NA,group_7315
NA,group_7316
NA,gltS_1
NA,group_7318
NA,linC_1
NA,group_7320
NA,group_7321
NA,group_7322
NA,group_7323
NA,group_7324
NA,yhhJ_2
NA,group_7326
NA,group_7327
NA,group_7328
NA,group_7329
NA,group_7330
NA,group_7331
NA,group_7332
NA,group_7333
NA,group_7334
NA,group_7335
NA,group_7336
NA,group_7337
NA,group_7338
NA,group_7339
NA,group_7340
NA,group_7341
NA,group_7342
NA,group_7343
NA,group_8524
NA,group_8525
NA,group_814
NA,group_8527
NA,group_819
NA,group_8293
NA,group_735
NA,group_7350
NA,group_7351
NA,group_7352
NA,group_8534
NA,group_7354
NA,group_7355
NA,group_7356
NA,group_7357
NA,group_7358
NA,group_7362
NA,group_7363
NA,group_3539
NA,group_7366
NA,group_7367
NA,group_7368
NA,group_7369
NA,group_7370
NA,group_7371
NA,group_7372
NA,group_7373
NA,suhB_2
NA,mfpA
NA,group_8867
NA,group_7381
NA,group_7382
NA,group_7383
NA,group_8919
NA,group_7385
NA,group_8561
NA,group_7387
NA,group_7388
NA,group_7389
NA,group_7390
NA,group_7391
NA,group_7392
NA,group_7393
NA,group_7397
NA,group_8930
NA,group_8931
NA,group_8572
NA,group_7401
NA,group_7402
NA,group_7403
NA,group_8975
NA,group_8976
NA,group_7406
NA,group_9021
NA,group_9026
NA,group_9027
NA,group_741
NA,group_908
NA,group_7412
NA,group_7413
NA,group_7414
NA,group_7415
NA,group_7416
NA,group_7417
NA,group_7418
NA,group_7419
NA,guaD_4
NA,aidA_2
NA,group_7421
NA,group_7422
NA,group_7424
NA,group_7425
NA,group_7426
NA,group_4355
NA,bioA_2
NA,group_7429
NA,group_743
NA,group_7430
NA,group_7431
NA,group_4758
NA,group_7433
NA,group_4863
NA,group_7435
NA,group_8609
NA,group_7438
NA,group_7439
NA,group_7444
NA,group_7445
NA,group_7446
NA,group_7447
NA,group_7448
NA,group_7449
NA,group_5200
NA,group_7451
NA,group_7453
NA,group_7454
NA,group_5204
NA,group_7456
NA,group_7457
NA,group_5208
NA,group_7459
NA,group_7460
NA,group_7461
NA,group_5212
NA,group_7463
NA,group_7464
NA,group_7465
NA,group_7467
NA,group_5217
NA,group_5218
NA,group_7475
NA,group_7476
NA,group_7477
NA,group_7478
NA,group_7479
NA,group_7480
NA,group_7482
NA,group_7483
NA,group_7486
NA,group_7487
NA,group_7489
NA,group_749
NA,group_7490
NA,group_7492
NA,group_7493
NA,group_7495
NA,group_7496
NA,group_7498
NA,group_7499
NA,group_75
NA,group_7501
NA,group_7502
NA,group_7503
NA,group_7504
NA,group_7505
NA,group_7506
NA,group_7507
NA,group_7508
NA,group_7509
NA,group_751
NA,group_7510
NA,group_7511
NA,group_7512
NA,group_7513
NA,group_7514
NA,group_7515
NA,bacC
NA,group_7517
NA,group_7518
NA,group_7519
NA,group_7520
NA,group_7521
NA,group_7528
NA,group_753
NA,group_11559
NA,group_7539
NA,group_7540
NA,group_7541
NA,group_7542
NA,group_7543
NA,group_7544
NA,group_7550
NA,group_7551
NA,group_7552
NA,srpC_2
NA,group_7554
NA,group_7555
NA,group_7556
NA,group_7557
NA,group_7558
NA,group_7559
NA,SIRT5
NA,group_7560
NA,group_7561
NA,group_7562
NA,group_7563
NA,group_7564
NA,calB_2
NA,aofH
NA,group_7567
NA,group_7568
NA,virS_3
NA,pao
NA,group_8713
NA,group_11815
NA,group_11816
NA,group_11817
NA,group_11818
NA,group_11819
NA,group_8720
NA,group_11821
NA,group_11822
NA,group_11823
NA,group_11824
NA,group_11825
NA,group_11826
NA,group_11827
NA,group_11828
NA,group_1183
NA,group_11830
NA,group_11834
NA,group_11835
NA,group_7590
NA,group_11839
NA,group_11840
NA,group_11841
NA,group_11842
NA,group_8737
NA,group_8738
NA,sucC_1
NA,group_874
NA,panB_3
NA,group_7605
NA,group_8741
NA,htpG_3
NA,group_6673
NA,group_6674
NA,group_6805
NA,group_7610
NA,group_7611
NA,group_7612
NA,group_7613
NA,group_7614
NA,group_7615
NA,group_6981
NA,group_7617
NA,group_7618
NA,yqjG_1
NA,group_7620
NA,group_12205
NA,group_7624
NA,group_1222
NA,group_8761
NA,group_8762
NA,group_8763
NA,group_8764
NA,group_7642
NA,group_8766
NA,cmoM_1
NA,group_7645
NA,group_7134
NA,group_7647
NA,group_7648
NA,group_7649
NA,group_7650
NA,group_7148
NA,group_7149
NA,group_7653
NA,group_7151
NA,group_7655
NA,group_1282
NA,group_7657
NA,group_7658
NA,group_7659
NA,group_7660
NA,group_7661
NA,group_7662
NA,group_7663
NA,group_7664
NA,group_7175
NA,group_7177
NA,group_1307
NA,group_7182
NA,group_7188
NA,group_7190
NA,group_7192
NA,group_7672
NA,group_7673
NA,group_7674
NA,group_7201
NA,group_7204
NA,group_7678
NA,group_7679
NA,group_7680
NA,group_7681
NA,group_7682
NA,group_7683
NA,group_7684
NA,group_7685
NA,group_7686
NA,group_7687
NA,group_7688
NA,group_7689
NA,group_769
NA,group_7690
NA,group_7691
NA,group_8815
NA,group_1414
NA,group_7694
NA,group_7695
NA,group_7696
NA,group_7697
NA,group_7698
NA,group_7699
NA,group_1452
NA,group_1455
NA,acs_3
NA,group_1460
NA,group_1462
NA,topB
NA,cdaR_1
NA,group_1475
NA,group_7709
NA,group_7711
NA,group_7712
NA,group_7713
NA,group_7714
NA,group_7715
NA,group_7716
NA,group_7717
NA,group_7718
NA,group_7719
NA,group_7720
NA,group_1534
NA,group_7722
NA,group_7724
NA,group_7725
NA,group_7726
NA,group_7727
NA,group_7728
NA,group_1573
NA,group_7730
NA,group_7731
NA,group_7732
NA,group_7733
NA,group_7734
NA,group_7735
NA,clpX_3
NA,group_7737
NA,group_7738
NA,group_7739
NA,group_774
NA,group_7740
NA,group_7741
NA,group_7742
NA,group_7743
NA,group_7744
NA,group_7745
NA,group_7746
NA,group_7747
NA,group_7748
NA,group_7749
NA,group_7750
NA,group_7751
NA,group_7752
NA,group_7753
NA,group_7754
NA,group_7755
NA,group_7756
NA,group_7757
NA,group_7758
NA,group_7759
NA,group_7760
NA,group_7761
NA,group_1759
NA,group_176
NA,group_1760
NA,group_1762
NA,group_1791
NA,group_1802
NA,group_1809
NA,group_1811
NA,group_1818
NA,group_1820
NA,group_1822
NA,group_1825
NA,group_1826
NA,group_1827
NA,glaH
NA,ygbT_2
NA,group_1835
NA,group_1837
NA,group_1840
NA,group_185
NA,group_1851
NA,group_1853
NA,group_1855
NA,group_8914
NA,group_1859
NA,group_1860
NA,group_8933
NA,group_1863
NA,group_1864
NA,group_8936
NA,group_1867
NA,group_1868
NA,group_8939
NA,group_7795
NA,group_7796
NA,group_7797
NA,group_7798
NA,group_7799
NA,group_7800
NA,group_7801
NA,group_7803
NA,group_7804
NA,hicA
NA,group_7806
NA,group_7807
NA,group_7808
NA,group_1897
NA,group_781
NA,group_7811
NA,group_7812
NA,group_7813
NA,group_7816
NA,group_7820
NA,group_7825
NA,group_7826
NA,group_8960
NA,group_7828
NA,group_7829
NA,group_7830
NA,group_7831
NA,group_7832
NA,group_7834
NA,group_7835
NA,group_7836
NA,group_7837
NA,group_7838
NA,group_7839
NA,group_7840
NA,group_7841
NA,group_7843
NA,group_7846
NA,group_7848
NA,group_1933
NA,group_7851
NA,group_7852
NA,group_7853
NA,group_7854
NA,group_7855
NA,ctx
NA,group_7859
NA,group_198
NA,group_7861
NA,cdiA2
NA,group_7863
NA,group_7864
NA,group_7865
NA,group_7866
NA,group_7867
NA,group_7868
NA,group_7869
NA,group_787
NA,group_7870
NA,fimD_2
NA,group_7872
NA,group_216
NA,group_7874
NA,elfD
NA,group_7876
NA,group_7877
NA,group_7878
NA,group_7879
NA,group_7880
NA,group_7881
NA,group_7882
NA,group_7883
NA,group_7884
NA,group_7885
NA,phrB_1
NA,group_7887
NA,group_7888
NA,group_7889
NA,group_789
NA,group_7890
NA,group_7891
NA,group_7892
NA,group_7893
NA,group_7894
NA,group_7895
NA,group_256
NA,nox
NA,group_7898
NA,fadD_3
NA,group_79
NA,group_790
NA,group_7900
NA,group_7901
NA,entH
NA,group_7903
NA,group_7904
NA,group_7905
NA,group_7906
NA,group_7907
NA,group_7908
NA,group_7909
NA,mdtC_3
NA,mipA
NA,group_7912
NA,group_7913
NA,group_7914
NA,group_7915
NA,group_7916
NA,frsA
NA,pdxI
NA,group_7919
NA,tdh_2
NA,group_7921
NA,group_7922
NA,farA
NA,emrB_4
NA,yebS
NA,group_7926
NA,pqiB
NA,group_7928
NA,group_7929
NA,group_793
NA,group_7930
NA,clcA
NA,group_7932
NA,group_7933
NA,group_7934
NA,rhaR_6
NA,group_7936
NA,group_7937
NA,group_7938
NA,group_7939
NA,group_7940
NA,fecR_8
NA,fecI_11
NA,group_7943
NA,group_7944
NA,group_7945
NA,group_7946
NA,group_7947
NA,group_3249
NA,group_3329
NA,group_3330
NA,inaZ_1
NA,inaZ_2
NA,group_9089
NA,group_3276
NA,group_3277
NA,group_3370
NA,group_9092
NA,group_9094
NA,group_3295
NA,group_796
NA,group_3297
NA,group_33
NA,group_335
NA,group_91
NA,group_9100
NA,group_3353
NA,group_3354
NA,group_3356
NA,group_3357
NA,group_3358
NA,group_3359
NA,group_3360
NA,group_3361
NA,group_3362
NA,group_3363
NA,group_3366
NA,group_3367
NA,group_3368
NA,group_3369
NA,group_34
NA,group_3465
NA,group_3480
NA,group_3418
NA,group_3419
NA,group_3483
NA,group_3423
NA,group_3426
NA,group_3428
NA,group_3515
NA,group_3431
NA,group_3432
NA,group_3434
NA,group_3519
NA,group_80
NA,group_800
NA,group_3440
NA,group_3442
NA,group_9134
NA,group_5349
NA,group_9135
NA,group_3448
NA,group_3449
NA,group_3451
NA,group_3452
NA,group_9140
NA,group_3455
NA,group_3466
NA,group_3551
NA,group_3522
NA,group_3523
NA,group_3524
NA,group_3525
NA,group_9149
NA,hin_5
NA,group_3543
NA,group_3552
NA,group_3553
NA,group_9154
NA,group_3560
NA,group_3562
NA,group_3569
NA,group_3570
NA,group_9159
NA,group_9160
NA,group_3573
NA,group_9162
NA,group_3665
NA,group_3576
NA,group_359
NA,group_3592
NA,group_9167
NA,group_3609
NA,group_3650
NA,group_3655
NA,group_3757
NA,group_3658
NA,group_9174
NA,group_366
NA,group_3660
NA,group_8047
NA,group_8048
NA,group_8049
NA,group_8050
NA,group_396
NA,group_8052
NA,group_8053
NA,group_8055
NA,group_8056
NA,group_8057
NA,group_8058
NA,group_8059
NA,group_8060
NA,group_8061
NA,group_8062
NA,group_8063
NA,group_8064
NA,group_4219
NA,group_8066
NA,group_8067
NA,group_4222
NA,group_8069
NA,group_8070
NA,group_8071
NA,group_8072
NA,group_8073
NA,group_8074
NA,group_8075
NA,group_8076
NA,group_8077
NA,group_8078
NA,group_8079
NA,group_8080
NA,group_8081
NA,group_8082
NA,group_8083
NA,group_8084
NA,group_8085
NA,group_8086
NA,group_8087
NA,group_8088
NA,group_8089
NA,group_8090
NA,group_445
NA,group_8093
NA,group_4497
NA,group_8095
NA,group_450
NA,group_8097
NA,group_8098
NA,group_8099
NA,group_81
NA,group_8100
NA,group_8102
NA,group_8103
NA,group_8104
NA,group_8106
NA,group_8107
NA,group_8108
NA,group_811
NA,group_4607
NA,group_8111
NA,group_8112
NA,group_8113
NA,group_8114
NA,group_8115
NA,group_8116
NA,group_8117
NA,group_8118
NA,group_8119
NA,group_4617
NA,group_8121
NA,group_8122
NA,group_4626
NA,group_4650
NA,group_8126
NA,group_4654
NA,group_8128
NA,group_8129
NA,group_8130
NA,group_8131
NA,group_8132
NA,group_8133
NA,group_8134
NA,group_8135
NA,group_8136
NA,group_8137
NA,group_8138
NA,group_8139
NA,group_8142
NA,group_8143
NA,group_8144
NA,group_8145
NA,group_8146
NA,group_8147
NA,group_8148
NA,group_8149
NA,group_8150
NA,group_8151
NA,group_8152
NA,group_8153
NA,group_8154
NA,group_8155
NA,group_8156
NA,group_8157
NA,group_8158
NA,group_8159
NA,intA_3
NA,group_8161
NA,group_8162
NA,group_8163
NA,group_8164
NA,group_8165
NA,group_8166
NA,group_8167
NA,group_8168
NA,group_8169
NA,group_8170
NA,group_4348
NA,group_4349
NA,group_4357
NA,group_8174
NA,group_8175
NA,group_8176
NA,group_8177
NA,group_8178
NA,group_8179
NA,group_5823
NA,group_8181
NA,group_8182
NA,group_8183
NA,group_8184
NA,group_8185
NA,group_8186
NA,group_8187
NA,group_5853
NA,group_8189
NA,group_8190
NA,group_8191
NA,group_8192
NA,group_8193
NA,group_8194
NA,group_8195
NA,group_8196
NA,group_8197
NA,recC_1
NA,group_8199
NA,group_82
NA,group_8200
NA,group_8201
NA,crfC
NA,group_8203
NA,group_8204
NA,group_8205
NA,group_8206
NA,group_8207
NA,group_6043
NA,group_6044
NA,group_821
NA,group_8210
NA,group_8211
NA,group_8212
NA,group_8213
NA,group_8214
NA,group_8215
NA,group_8216
NA,group_8217
NA,group_8218
NA,group_8219
NA,group_6120
NA,group_8221
NA,group_8222
NA,group_8223
NA,group_8224
NA,group_8225
NA,group_8226
NA,group_8227
NA,group_8228
NA,group_8229
NA,group_6149
NA,group_8231
NA,group_8232
NA,group_8233
NA,group_8234
NA,group_8235
NA,group_8236
NA,group_8237
NA,group_8238
NA,group_8239
NA,group_6217
NA,group_6218
NA,group_8242
NA,group_6220
NA,group_8244
NA,group_8245
NA,group_8246
NA,ureF_1
NA,ureD_1
NA,ureG_1
NA,ureC_1
NA,ureA_1
NA,group_8252
NA,group_8253
NA,group_6233
NA,rmlD_2
NA,group_6235
NA,group_8257
NA,group_8258
NA,group_6238
NA,group_6240
NA,group_8261
NA,group_6242
NA,group_6248
NA,group_8264
NA,yqaA_2
NA,group_8266
NA,group_6252
NA,group_6253
NA,group_6254
NA,chrB1
NA,group_6256
NA,group_6257
NA,group_6258
NA,group_8274
NA,czcB_2
NA,czcA_3
NA,group_6262
NA,group_8278
NA,group_6264
NA,group_6269
NA,group_8281
NA,group_4648
NA,group_4649
NA,group_4661
NA,group_8284
NA,group_11404
NA,group_4664
NA,group_4665
NA,group_4667
NA,group_468
NA,group_8290
NA,group_4755
NA,group_4757
NA,group_48
NA,group_4802
NA,hcaR_6
NA,group_4824
NA,group_4827
NA,group_4828
NA,group_4833
NA,group_4834
NA,cusR_4
NA,group_4840
NA,group_8307
NA,group_4844
NA,group_657
NA,group_4850
NA,group_4882
NA,zntR_4
NA,group_4890
NA,group_4895
NA,group_4896
NA,group_49
NA,group_4900
NA,group_4996
NA,group_50
NA,group_5051
NA,group_5052
NA,group_506
NA,group_5069
NA,group_8322
NA,group_5071
NA,group_5072
NA,group_5073
NA,group_8326
NA,group_5076
NA,group_8328
NA,group_5078
NA,group_5080
NA,group_6735
NA,group_5082
NA,group_5083
NA,group_8333
NA,group_5087
NA,ydbD_2
NA,yciE_2
NA,group_5094
NA,group_5096
NA,group_510
NA,group_5108
NA,group_5110
NA,group_513
NA,group_515
NA,group_516
NA,group_8345
NA,group_52
NA,group_5259
NA,group_5261
NA,group_5263
NA,group_8718
NA,group_8351
NA,group_53
NA,group_8353
NA,group_5314
NA,group_532
NA,group_5323
NA,group_5324
NA,group_8358
NA,group_5329
NA,group_8360
NA,group_873
NA,group_8730
NA,group_5338
NA,group_5339
NA,group_8733
NA,group_5341
NA,group_5342
NA,group_5343
NA,group_5344
NA,group_5345
NA,group_5346
NA,group_6942
NA,group_5348
NA,group_9133
NA,group_5350
NA,group_5351
NA,group_5352
NA,group_5353
NA,group_8381
NA,group_8382
NA,group_6994
NA,group_6995
NA,group_7006
NA,group_7007
NA,group_7008
NA,group_7009
NA,group_7010
NA,group_7013
NA,group_7018
NA,group_8392
NA,group_8393
NA,group_7057
NA,group_8395
NA,group_8396
NA,group_5370
NA,group_8398
NA,group_8399
NA,group_84
NA,group_7066
NA,group_8400
NA,group_8401
NA,group_8402
NA,group_8403
NA,group_8404
NA,group_8773
NA,group_8406
NA,group_8407
NA,group_8408
NA,msrB_1
NA,msrA_1
NA,group_8411
NA,corA_1
NA,group_8413
NA,group_7114
NA,group_8415
NA,mtnN
NA,group_8417
NA,group_7122
NA,grxC_1
NA,group_7124
NA,group_8420
NA,group_7170
NA,group_718
NA,rclR
NA,group_7198
NA,group_8425
NA,group_5419
NA,group_7240
NA,group_8428
NA,group_8429
NA,group_8430
NA,group_8431
NA,group_8432
NA,group_8433
NA,group_8434
NA,group_5450
NA,group_8436
NA,group_8437
NA,group_8438
NA,group_8439
NA,hicB
NA,group_7303
NA,group_8442
NA,group_7375
NA,group_8444
NA,group_8445
NA,group_8446
NA,group_7411
